change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,company_type,monitoring_status
New Posting,0000005272,AIG (American International Group),Business Data Analyst,"Jersey City, Hudson County",96134.19,96134.19,2026-07-05,2026-07-13,Carrier,active
New Posting,0000037808,MetLife,Senior Engineer & Administrator,"Grand Central, Manhattan",173561.66,173561.66,2026-07-12,2026-07-13,Carrier,active
