change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,company_type,monitoring_status
New Posting,0000005272,AIG (American International Group),"Vice President, Principal Solutions Architect, GenAI (Jersey City)","North Bergen, Hudson County",235123,287372,2026-07-24,2026-08-01,Carrier,active
New Posting,0000005272,AIG (American International Group),"Associate General Counsel, Cyber & Privacy Legal (New York)","Grand Central, Manhattan",170,200,2026-07-24,2026-08-01,Carrier,active
New Posting,0000005272,AIG (American International Group),Senior Cybersecurity & Regulatory Counsel (New York),"Grand Central, Manhattan",170,200,2026-07-24,2026-08-01,Carrier,active
Disappeared - Short-lived,0000037808,MetLife,Senior Microsoft Power Platform Engineer,"Grand Central, Manhattan",192048.19,192048.19,2026-06-26,2026-08-01,Carrier,active
New Posting,0000011544,W.R. Berkley Corporation,Principal Data Scientist (Jersey City),"North Bergen, Hudson County",200,300,2026-07-31,2026-08-01,Carrier,active
