change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,company_type,monitoring_status
New Posting,0000037808,MetLife,Lead TBM Financial Consultant,"Grand Central, Manhattan",159034.92,159034.92,2026-09-05,2026-09-06,Carrier,active
Disappeared - Short-lived,0000037808,MetLife,Principal Architect - AI Platform & Solutions,"Grand Central, Manhattan",247501.6,247501.6,2026-08-20,2026-09-06,Carrier,active
