change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,company_type,monitoring_status
New Posting,0000005272,AIG (American International Group),Business Data Analyst,"Jersey City, Hudson County",101593.44,101593.44,2026-07-19,2026-09-23,Carrier,active
New Posting,0002000208,Kepler Group Ltd,"Senior Analyst, Activation","New York City, New York",73500,85000,2026-09-23,2026-09-23,MGA/Broker,active
