change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,company_type,monitoring_status
New Posting,0000896159,Chubb Limited,Executive Assistant,"Chelsea and Clinton, Manhattan",129029.52,129029.52,2026-07-09,2026-07-10,Carrier,active
New Posting,0000037808,MetLife,"Director, SRE - Enterprise Reliability","Grand Central, Manhattan",273720.34,273720.34,2026-07-09,2026-07-10,Carrier,active
