change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,company_type,monitoring_status
New Posting,0002000208,Kepler Group Ltd,"Senior Specialist, Media Strategy","New York City, New York",73500,85000,2026-06-25,2026-07-29,MGA/Broker,active
