change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,company_type,monitoring_status
Disappeared,0000005272,AIG (American International Group),Technical Solutioning Engineer,"Jersey City, Hudson County",154458.02,154458.02,2026-07-01,2026-08-12,Carrier,active
Disappeared - Short-lived,0002000208,Kepler Group Ltd,"Manager, Learning & Development","Grand Central, Manhattan",122840.76,122840.76,2026-08-08,2026-08-12,MGA/Broker,active
