change_type,company_number,company_name,job_title,job_location,salary_min,salary_max,posted_date,date_detected,company_type,monitoring_status
New Posting,0000037808,MetLife,Lead ServiceNow Platform Engineer,"Grand Central, Manhattan",148389.75,148389.75,2026-07-30,2026-07-31,Carrier,active
New Posting,0002000208,Kepler Group Ltd,Media Solutions Senior Analyst,"New York City, New York",73500,85000,2026-07-30,2026-07-31,MGA/Broker,active
